,property,pset,templatetype,measuretype
2194,AcousticRating,Pset_PlateCommon,P_SINGLEVALUE,IFCLABEL
2195,IsExternal,Pset_PlateCommon,P_SINGLEVALUE,IFCBOOLEAN
2196,ThermalTransmittance,Pset_PlateCommon,P_SINGLEVALUE,IFCTHERMALTRANSMITTANCEMEASURE
2197,LoadBearing,Pset_PlateCommon,P_SINGLEVALUE,IFCBOOLEAN
2198,FireRating,Pset_PlateCommon,P_SINGLEVALUE,IFCLABEL
2199,ActionBarMovementLength,Pset_PointMachine,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2200,TractionForce,Pset_PointMachine,P_SINGLEVALUE,IFCFORCEMEASURE
2201,ConversionTime,Pset_PointMachine,P_SINGLEVALUE,IFCTIMEMEASURE
2202,LockingForce,Pset_PointMachine,P_SINGLEVALUE,IFCFORCEMEASURE
2203,HasLockInside,Pset_PointMachine,P_SINGLEVALUE,IFCBOOLEAN
2204,MarkingRodMovementLength,Pset_PointMachine,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2205,MaximumOperatingTime,Pset_PointMachine,P_SINGLEVALUE,IFCTIMEMEASURE
2206,MinimumOperatingSpeed,Pset_PointMachine,P_SINGLEVALUE,IFCANGULARVELOCITYMEASURE
2207,Current,Pset_PointMachine,P_BOUNDEDVALUE,IFCELECTRICCURRENTMEASURE
2208,AssemblyInstruction,Pset_PowerControlSystem,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2209,TypeDesignation,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCLABEL
2210,ProductionLotId,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCIDENTIFIER
2211,SerialNumber,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCIDENTIFIER
2212,PieceMark,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCLABEL
2213,AsBuiltLocationNumber,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCLABEL
2214,ActualProductionDate,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCDATETIME
2215,ActualErectionDate,Pset_PrecastConcreteElementFabrication,P_SINGLEVALUE,IFCDATETIME
2216,TypeDesignation,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
2217,CornerChamfer,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2218,ManufacturingToleranceClass,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
2219,FormStrippingStrength,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPRESSUREMEASURE
2220,LiftingStrength,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPRESSUREMEASURE
2221,ReleaseStrength,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPRESSUREMEASURE
2222,MinimumAllowableSupportLength,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2223,InitialTension,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPRESSUREMEASURE
2224,TendonRelaxation,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2225,TransportationStrength,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPRESSUREMEASURE
2226,SupportDuringTransportDescription,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCTEXT
2227,SupportDuringTransportDocReference,Pset_PrecastConcreteElementGeneral,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
2228,HollowCorePlugging,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
2229,CamberAtMidspan,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCRATIOMEASURE
2230,BatterAtStart,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2231,BatterAtEnd,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2232,Twisting,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2233,Shortening,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCRATIOMEASURE
2234,PieceMark,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
2235,DesignLocationNumber,Pset_PrecastConcreteElementGeneral,P_SINGLEVALUE,IFCLABEL
2236,NominalHeight,Pset_PrecastKerbStone,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2237,NominalLength,Pset_PrecastKerbStone,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2238,TypeDesignation,Pset_PrecastKerbStone,P_SINGLEVALUE,IFCLABEL
2239,NominalWidth,Pset_PrecastKerbStone,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2240,TypeDesignation,Pset_PrecastSlab,P_SINGLEVALUE,IFCLABEL
2241,ToppingType,Pset_PrecastSlab,P_SINGLEVALUE,IFCLABEL
2242,EdgeDistanceToFirstAxis,Pset_PrecastSlab,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2243,DistanceBetweenComponentAxes,Pset_PrecastSlab,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2244,AngleToFirstAxis,Pset_PrecastSlab,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2245,AngleBetweenComponentAxes,Pset_PrecastSlab,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
2246,NominalThickness,Pset_PrecastSlab,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2247,NominalToppingThickness,Pset_PrecastSlab,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2248,ProcessItem,Pset_ProcessCapacity,P_ENUMERATEDVALUE,IFCLABEL
2249,ProcessCapacity,Pset_ProcessCapacity,P_SINGLEVALUE,IFCCOUNTMEASURE
2250,ProcessPerformance,Pset_ProcessCapacity,P_SINGLEVALUE,IFCDURATION
2251,DownstreamConnections,Pset_ProcessCapacity,P_LISTVALUE,IFCLABEL
2252,UpstreamConnections,Pset_ProcessCapacity,P_LISTVALUE,IFCLABEL
2253,OverallWidth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2254,LeftFlangeWidth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2255,RightFlangeWidth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2256,OverallDepth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2257,FlangeDepth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2258,FlangeDraft,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2259,FlangeChamfer,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2260,FlangeBaseFillet,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2261,FlangeTopFillet,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2262,StemBaseWidth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2263,StemTopWidth,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2264,StemBaseChamfer,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2265,StemTopChamfer,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2266,StemBaseFillet,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2267,StemTopFillet,Pset_ProfileArbitraryDoubleT,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2268,OverallWidth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2269,OverallDepth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2270,EdgeDraft,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2271,DraftBaseOffset,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2272,DraftSideOffset,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2273,BaseChamfer,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2274,KeyDepth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2275,KeyHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2276,KeyOffset,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
2277,BottomCover,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2278,CoreSpacing,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2279,CoreBaseHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2280,CoreMiddleHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2281,CoreTopHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2282,CoreBaseWidth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2283,CoreTopWidth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2284,CenterCoreSpacing,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2285,CenterCoreBaseHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2286,CenterCoreMiddleHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2287,CenterCoreTopHeight,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2288,CenterCoreBaseWidth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2289,CenterCoreTopWidth,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2290,NumberOfCores,Pset_ProfileArbitraryHollowCore,P_SINGLEVALUE,IFCCOUNTMEASURE
2291,MassPerLength,Pset_ProfileMechanical,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
2292,CrossSectionArea,Pset_ProfileMechanical,P_SINGLEVALUE,IFCAREAMEASURE
2293,Perimeter,Pset_ProfileMechanical,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2294,MinimumPlateThickness,Pset_ProfileMechanical,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2295,MaximumPlateThickness,Pset_ProfileMechanical,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
2296,CentreOfGravityInX,Pset_ProfileMechanical,P_SINGLEVALUE,IFCLENGTHMEASURE
2297,CentreOfGravityInY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCLENGTHMEASURE
2298,ShearCentreZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCLENGTHMEASURE
2299,ShearCentreY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCLENGTHMEASURE
2300,MomentOfInertiaY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCMOMENTOFINERTIAMEASURE
2301,MomentOfInertiaZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCMOMENTOFINERTIAMEASURE
2302,MomentOfInertiaYZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCMOMENTOFINERTIAMEASURE
2303,TorsionalConstantX,Pset_ProfileMechanical,P_SINGLEVALUE,IFCMOMENTOFINERTIAMEASURE
2304,WarpingConstant,Pset_ProfileMechanical,P_SINGLEVALUE,IFCWARPINGCONSTANTMEASURE
2305,ShearDeformationAreaZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCAREAMEASURE
2306,ShearDeformationAreaY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCAREAMEASURE
2307,MaximumSectionModulusY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCSECTIONMODULUSMEASURE
2308,MinimumSectionModulusY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCSECTIONMODULUSMEASURE
2309,MaximumSectionModulusZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCSECTIONMODULUSMEASURE
2310,MinimumSectionModulusZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCSECTIONMODULUSMEASURE
2311,TorsionalSectionModulus,Pset_ProfileMechanical,P_SINGLEVALUE,IFCSECTIONMODULUSMEASURE
2312,ShearAreaZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCAREAMEASURE
2313,ShearAreaY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCAREAMEASURE
2314,PlasticShapeFactorY,Pset_ProfileMechanical,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2315,PlasticShapeFactorZ,Pset_ProfileMechanical,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2316,ProjectType,Pset_ProjectCommon,P_ENUMERATEDVALUE,IFCLABEL
2317,ProjectInvestmentEstimate,Pset_ProjectCommon,P_REFERENCEVALUE,IFCCOSTVALUE
2318,FundingSource,Pset_ProjectCommon,P_SINGLEVALUE,IFCLABEL
2319,ROI,Pset_ProjectCommon,P_SINGLEVALUE,IFCRATIOMEASURE
2320,NetEarnedValue,Pset_ProjectCommon,P_REFERENCEVALUE,IFCCOSTVALUE
2321,PaybackPeriod,Pset_ProjectCommon,P_SINGLEVALUE,IFCDURATION
2322,ReasonForChange,Pset_ProjectOrderChangeOrder,P_SINGLEVALUE,IFCTEXT
2323,BudgetSource,Pset_ProjectOrderChangeOrder,P_SINGLEVALUE,IFCTEXT
2324,ProductDescription,Pset_ProjectOrderMaintenanceWorkOrder,P_SINGLEVALUE,IFCTEXT
2325,WorkTypeRequested,Pset_ProjectOrderMaintenanceWorkOrder,P_SINGLEVALUE,IFCTEXT
2326,ContractualType,Pset_ProjectOrderMaintenanceWorkOrder,P_SINGLEVALUE,IFCTEXT
2327,IfNotAccomplished,Pset_ProjectOrderMaintenanceWorkOrder,P_SINGLEVALUE,IFCTEXT
2328,MaintenanceType,Pset_ProjectOrderMaintenanceWorkOrder,P_ENUMERATEDVALUE,IFCLABEL
2329,FaultPriorityType,Pset_ProjectOrderMaintenanceWorkOrder,P_ENUMERATEDVALUE,IFCLABEL
2330,LocationPriorityType,Pset_ProjectOrderMaintenanceWorkOrder,P_ENUMERATEDVALUE,IFCLABEL
2331,ScheduledFrequency,Pset_ProjectOrderMaintenanceWorkOrder,P_SINGLEVALUE,IFCTIMEMEASURE
2332,SpecialInstructions,Pset_ProjectOrderMoveOrder,P_SINGLEVALUE,IFCTEXT
2333,IsFOB,Pset_ProjectOrderPurchaseOrder,P_SINGLEVALUE,IFCBOOLEAN
2334,ShipMethod,Pset_ProjectOrderPurchaseOrder,P_SINGLEVALUE,IFCTEXT
2335,ProductDescription,Pset_ProjectOrderWorkOrder,P_SINGLEVALUE,IFCTEXT
2336,WorkTypeRequested,Pset_ProjectOrderWorkOrder,P_SINGLEVALUE,IFCTEXT
2337,ContractualType,Pset_ProjectOrderWorkOrder,P_SINGLEVALUE,IFCTEXT
2338,IfNotAccomplished,Pset_ProjectOrderWorkOrder,P_SINGLEVALUE,IFCTEXT
2339,AgreementType,Pset_PropertyAgreement,P_ENUMERATEDVALUE,IFCLABEL
2340,TrackingIdentifier,Pset_PropertyAgreement,P_SINGLEVALUE,IFCIDENTIFIER
2341,AgreementVersion,Pset_PropertyAgreement,P_SINGLEVALUE,IFCLABEL
2342,AgreementDate,Pset_PropertyAgreement,P_SINGLEVALUE,IFCDATE
2343,PropertyName,Pset_PropertyAgreement,P_SINGLEVALUE,IFCLABEL
2344,CommencementDate,Pset_PropertyAgreement,P_SINGLEVALUE,IFCDATE
2345,TerminationDate,Pset_PropertyAgreement,P_SINGLEVALUE,IFCDATE
2346,Duration,Pset_PropertyAgreement,P_SINGLEVALUE,IFCDURATION
2347,Options,Pset_PropertyAgreement,P_SINGLEVALUE,IFCTEXT
2348,ConditionCommencement,Pset_PropertyAgreement,P_SINGLEVALUE,IFCTEXT
2349,Restrictions,Pset_PropertyAgreement,P_SINGLEVALUE,IFCTEXT
2350,ConditionTermination,Pset_PropertyAgreement,P_SINGLEVALUE,IFCTEXT
2351,VoltageLevel,Pset_ProtectiveDeviceBreakerUnitI2TCurve,P_ENUMERATEDVALUE,IFCLABEL
2352,NominalCurrent,Pset_ProtectiveDeviceBreakerUnitI2TCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2353,BreakerUnitCurve,Pset_ProtectiveDeviceBreakerUnitI2TCurve,P_TABLEVALUE,IFCELECTRICCURRENTMEASURE
2354,VoltageLevel,Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve,P_ENUMERATEDVALUE,IFCLABEL
2355,BreakerUnitFuseMeltingCurve,Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve,P_TABLEVALUE,IFCELECTRICCURRENTMEASURE
2356,BreakerUnitFuseBreakingingCurve,Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve,P_TABLEVALUE,IFCELECTRICCURRENTMEASURE
2357,VoltageLevel,Pset_ProtectiveDeviceBreakerUnitIPICurve,P_ENUMERATEDVALUE,IFCLABEL
2358,NominalCurrent,Pset_ProtectiveDeviceBreakerUnitIPICurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2359,BreakerUnitIPICurve,Pset_ProtectiveDeviceBreakerUnitIPICurve,P_TABLEVALUE,IFCELECTRICCURRENTMEASURE
2360,PowerLoss,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_SINGLEVALUE,IFCPOWERMEASURE
2361,VoltageLevel,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_ENUMERATEDVALUE,IFCLABEL
2362,NominalCurrents,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_LISTVALUE,IFCELECTRICCURRENTMEASURE
2363,ICU60947,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2364,ICS60947,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2365,ICN60898,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2366,ICS60898,Pset_ProtectiveDeviceBreakerUnitTypeMCB,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2367,PerformanceClasses,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,P_LISTVALUE,IFCLABEL
2368,VoltageLevel,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,P_ENUMERATEDVALUE,IFCLABEL
2369,ICU60947,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2370,ICS60947,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2371,ICW60947,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2372,ICM60947,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2373,PoleUsage,Pset_ProtectiveDeviceOccurrence,P_ENUMERATEDVALUE,IFCLABEL
2374,LongTimeFunction,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2375,ShortTimeFunction,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2376,ShortTimei2tFunction,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2377,GroundFaultFunction,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2378,GroundFaulti2tFunction,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCBOOLEAN
2379,LongTimeCurrentSetValue,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2380,ShortTimeCurrentSetValue,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2381,InstantaneousCurrentSetValue,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2382,GroundFaultCurrentSetValue,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2383,LongTimeDelay,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCTIMEMEASURE
2384,ShortTimeTrippingTime,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCTIMEMEASURE
2385,InstantaneousTrippingTime,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCTIMEMEASURE
2386,GroundFaultTrippingTime,Pset_ProtectiveDeviceOccurrence,P_SINGLEVALUE,IFCTIMEMEASURE
2387,TrippingCurveType,Pset_ProtectiveDeviceTrippingCurve,P_ENUMERATEDVALUE,IFCLABEL
2388,TrippingCurve,Pset_ProtectiveDeviceTrippingCurve,P_TABLEVALUE,IFCELECTRICCURRENTMEASURE
2389,IsSelectable,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCBOOLEAN
2390,NominalCurrentAdjusted,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCBOOLEAN
2391,ExternalAdjusted,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCBOOLEAN
2392,ReleaseCurrent,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2393,ReleaseTime,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2394,CurrentTolerance1,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2395,CurrentToleranceLimit1,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2396,CurrentTolerance2,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2397,IsCurrentTolerancePositiveOnly,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCBOOLEAN
2398,TimeTolerance1,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2399,TimeToleranceLimit1,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2400,TimeTolerance2,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2401,IsTimeTolerancePositiveOnly,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCBOOLEAN
2402,ReleaseCurrentI2tStart,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2403,ReleaseTimeI2tStart,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2404,ReleaseCurrentI2tEnd,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2405,ReleaseTimeI2tEnd,Pset_ProtectiveDeviceTrippingFunctionGCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2406,IsSelectable,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCBOOLEAN
2407,NominalCurrentAdjusted,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCBOOLEAN
2408,ReleaseCurrent,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2409,ReleaseTime,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCTIMEMEASURE
2410,CurrentTolerance1,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2411,CurrentToleranceLimit1,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCTIMEMEASURE
2412,CurrentTolerance2,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2413,IsCurrentTolerancePositiveOnly,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCBOOLEAN
2414,TimeTolerance1,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2415,TimeToleranceLimit1,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2416,TimeTolerance2,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
2417,IsTimeTolerancePositiveOnly,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCBOOLEAN
2418,MaxAdjustmentX_ICS,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2419,IsOffWhenSFunctionOn,Pset_ProtectiveDeviceTrippingFunctionICurve,P_SINGLEVALUE,IFCBOOLEAN
2420,IsSelectable,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCBOOLEAN
2421,UpperCurrent1,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2422,UpperCurrent2,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2423,UpperTime1,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2424,UpperTime2,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2425,LowerCurrent1,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2426,LowerCurrent2,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
2427,LowerTime1,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2428,LowerTime2,Pset_ProtectiveDeviceTrippingFunctionLCurve,P_SINGLEVALUE,IFCTIMEMEASURE
2429,IsSelectable,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCBOOLEAN
2430,NominalCurrentAdjusted,Pset_ProtectiveDeviceTrippingFunctionSCurve,P_SINGLEVALUE,IFCBOOLEAN
