,property,pset,templatetype,measuretype
3197,RatedVoltage,Pset_SwitchingDeviceTypeEmergencyStop,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
3198,TransformationRatio,Pset_SwitchingDeviceTypeEmergencyStop,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3199,KeypadType,Pset_SwitchingDeviceTypeKeypad,P_ENUMERATEDVALUE,IFCLABEL
3200,MomentaryType,Pset_SwitchingDeviceTypeMomentarySwitch,P_ENUMERATEDVALUE,IFCLABEL
3201,SetPointHistory,Pset_SwitchingDeviceTypePHistory,P_REFERENCEVALUE,IFCTIMESERIES
3202,NominalHeight,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3203,Current,Pset_SwitchingDeviceTypeRelay,P_BOUNDEDVALUE,IFCELECTRICCURRENTMEASURE
3204,NominalLength,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3205,InsulationResistance,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
3206,NominalWidth,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3207,ContactResistance,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
3208,PullInVoltage,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
3209,ReleaseVoltage,Pset_SwitchingDeviceTypeRelay,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
3210,Voltage,Pset_SwitchingDeviceTypeRelay,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
3211,SelectorType,Pset_SwitchingDeviceTypeSelectorSwitch,P_ENUMERATEDVALUE,IFCLABEL
3212,SwitchUsage,Pset_SwitchingDeviceTypeSelectorSwitch,P_ENUMERATEDVALUE,IFCLABEL
3213,SwitchActivation,Pset_SwitchingDeviceTypeSelectorSwitch,P_ENUMERATEDVALUE,IFCLABEL
3214,NominalCurrent,Pset_SwitchingDeviceTypeSelectorSwitch,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
3215,ReferenceEnvironmentTemperature,Pset_SwitchingDeviceTypeSelectorSwitch,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
3216,RatedFrequency,Pset_SwitchingDeviceTypeSelectorSwitch,P_SINGLEVALUE,IFCFREQUENCYMEASURE
3217,NumberOfPhases,Pset_SwitchingDeviceTypeSelectorSwitch,P_SINGLEVALUE,IFCCOUNTMEASURE
3218,NominalPower,Pset_SwitchingDeviceTypeSelectorSwitch,P_SINGLEVALUE,IFCPOWERMEASURE
3219,StarterType,Pset_SwitchingDeviceTypeStarter,P_ENUMERATEDVALUE,IFCLABEL
3220,SwitchDisconnectorType,Pset_SwitchingDeviceTypeSwitchDisconnector,P_ENUMERATEDVALUE,IFCLABEL
3221,LoadDisconnectionType,Pset_SwitchingDeviceTypeSwitchDisconnector,P_ENUMERATEDVALUE,IFCLABEL
3222,ToggleSwitchType,Pset_SwitchingDeviceTypeToggleSwitch,P_ENUMERATEDVALUE,IFCLABEL
3223,SwitchUsage,Pset_SwitchingDeviceTypeToggleSwitch,P_ENUMERATEDVALUE,IFCLABEL
3224,SwitchActivation,Pset_SwitchingDeviceTypeToggleSwitch,P_ENUMERATEDVALUE,IFCLABEL
3225,NumberOfTwistedPairs,Pset_SymmetricPairCable,P_SINGLEVALUE,IFCCOUNTMEASURE
3226,NumberOfUntwistedPairs,Pset_SymmetricPairCable,P_SINGLEVALUE,IFCCOUNTMEASURE
3227,IsUsed,Pset_SystemFurnitureElementTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
3228,GroupCode,Pset_SystemFurnitureElementTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
3229,NominalWidth,Pset_SystemFurnitureElementTypeCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3230,NominalHeight,Pset_SystemFurnitureElementTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3231,Finishing,Pset_SystemFurnitureElementTypeCommon,P_SINGLEVALUE,IFCLABEL
3232,HasOpening,Pset_SystemFurnitureElementTypePanel,P_SINGLEVALUE,IFCBOOLEAN
3233,FurniturePanelType,Pset_SystemFurnitureElementTypePanel,P_ENUMERATEDVALUE,IFCLABEL
3234,NominalThickness,Pset_SystemFurnitureElementTypePanel,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3235,NumberOfSlots,Pset_SystemFurnitureElementTypeSubrack,P_SINGLEVALUE,IFCCOUNTMEASURE
3236,NumberOfUnits,Pset_SystemFurnitureElementTypeSubrack,P_SINGLEVALUE,IFCCOUNTMEASURE
3237,NumberOfOccupiedUnits,Pset_SystemFurnitureElementTypeSubrack,P_SINGLEVALUE,IFCCOUNTMEASURE
3238,UsePurpose,Pset_SystemFurnitureElementTypeWorkSurface,P_SINGLEVALUE,IFCLABEL
3239,SupportType,Pset_SystemFurnitureElementTypeWorkSurface,P_ENUMERATEDVALUE,IFCLABEL
3240,HangingHeight,Pset_SystemFurnitureElementTypeWorkSurface,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3241,NominalThickness,Pset_SystemFurnitureElementTypeWorkSurface,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3242,ShapeDescription,Pset_SystemFurnitureElementTypeWorkSurface,P_SINGLEVALUE,IFCLABEL
3243,TankComposition,Pset_TankOccurrence,P_ENUMERATEDVALUE,IFCLABEL
3244,HasLadder,Pset_TankOccurrence,P_SINGLEVALUE,IFCBOOLEAN
3245,HasVisualIndicator,Pset_TankOccurrence,P_SINGLEVALUE,IFCBOOLEAN
3246,Reference,Pset_TankTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
3247,Status,Pset_TankTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3248,AccessType,Pset_TankTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3249,StorageType,Pset_TankTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3250,NominalLengthOrDiameter,Pset_TankTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3251,NominalWidthOrDiameter,Pset_TankTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3252,NominalDepth,Pset_TankTypeCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3253,TankNominalCapacity,Pset_TankTypeCommon,P_SINGLEVALUE,IFCVOLUMEMEASURE
3254,EffectiveCapacity,Pset_TankTypeCommon,P_SINGLEVALUE,IFCVOLUMEMEASURE
3255,OperatingWeight,Pset_TankTypeCommon,P_SINGLEVALUE,IFCMASSMEASURE
3256,PatternType,Pset_TankTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3257,EndShapeType,Pset_TankTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3258,FirstCurvatureRadius,Pset_TankTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3259,SecondCurvatureRadius,Pset_TankTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3260,NumberOfSections,Pset_TankTypeCommon,P_SINGLEVALUE,IFCCOUNTMEASURE
3261,ChargePressure,Pset_TankTypeExpansion,P_SINGLEVALUE,IFCPRESSUREMEASURE
3262,PressureRegulatorSetting,Pset_TankTypeExpansion,P_SINGLEVALUE,IFCPRESSUREMEASURE
3263,ReliefValveSetting,Pset_TankTypeExpansion,P_SINGLEVALUE,IFCPRESSUREMEASURE
3264,PatternType,Pset_TankTypePreformed,P_ENUMERATEDVALUE,IFCLABEL
3265,EndShapeType,Pset_TankTypePreformed,P_ENUMERATEDVALUE,IFCLABEL
3266,FirstCurvatureRadius,Pset_TankTypePreformed,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3267,SecondCurvatureRadius,Pset_TankTypePreformed,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3268,ChargePressure,Pset_TankTypePressureVessel,P_SINGLEVALUE,IFCPRESSUREMEASURE
3269,PressureRegulatorSetting,Pset_TankTypePressureVessel,P_SINGLEVALUE,IFCPRESSUREMEASURE
3270,ReliefValveSetting,Pset_TankTypePressureVessel,P_SINGLEVALUE,IFCPRESSUREMEASURE
3271,NumberOfSections,Pset_TankTypeSectional,P_SINGLEVALUE,IFCCOUNTMEASURE
3272,SectionLength,Pset_TankTypeSectional,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3273,SectionWidth,Pset_TankTypeSectional,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3274,Attenuation,Pset_TelecomCableGeneral,P_SINGLEVALUE,IFCREAL
3275,FireRating,Pset_TelecomCableGeneral,P_SINGLEVALUE,IFCLABEL
3276,IsFireResistant,Pset_TelecomCableGeneral,P_SINGLEVALUE,IFCBOOLEAN
3277,NominalDiameter,Pset_TelecomCableGeneral,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3278,JacketColour,Pset_TelecomCableGeneral,P_SINGLEVALUE,IFCLABEL
3279,CableFunctionType,Pset_TelecomCableGeneral,P_ENUMERATEDVALUE,IFCLABEL
3280,CableArmourType,Pset_TelecomCableGeneral,P_ENUMERATEDVALUE,IFCLABEL
3281,OccupancyDiversity,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3282,LightingDiversity,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3283,ApplianceDiversity,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3284,OutsideAirPerPerson,Pset_ThermalLoad,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
3285,ReceptacleLoadIntensity,Pset_ThermalLoad,P_SINGLEVALUE,IFCHEATFLUXDENSITYMEASURE
3286,AppliancePercentLoadToRadiant,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3287,LightingLoadIntensity,Pset_ThermalLoad,P_SINGLEVALUE,IFCHEATFLUXDENSITYMEASURE
3288,LightingPercentLoadToReturnAir,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3289,TotalCoolingLoad,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOWERMEASURE
3290,TotalHeatingLoad,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOWERMEASURE
3291,InfiltrationDiversitySummer,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3292,InfiltrationDiversityWinter,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3293,LoadSafetyFactor,Pset_ThermalLoad,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3294,TicketProcessingTime,Pset_TicketProcessing,P_SINGLEVALUE,IFCTIMEMEASURE
3295,TicketStuckRatio,Pset_TicketProcessing,P_SINGLEVALUE,IFCRATIOMEASURE
3296,TicketStuckRatio,Pset_TicketVendingMachine,P_SINGLEVALUE,IFCRATIOMEASURE
3297,MoneyStuckRatio,Pset_TicketVendingMachine,P_SINGLEVALUE,IFCRATIOMEASURE
3298,PaymentMethod,Pset_TicketVendingMachine,P_ENUMERATEDVALUE,IFCLABEL
3299,TicketProductionSpeed,Pset_TicketVendingMachine,P_SINGLEVALUE,IFCINTEGERCOUNTRATEMEASURE
3300,TicketVendingMachineType,Pset_TicketVendingMachine,P_ENUMERATEDVALUE,IFCLABEL
3301,VendingMachineUserInterface,Pset_TicketVendingMachine,P_ENUMERATEDVALUE,IFCLABEL
3302,Permeability,Pset_Tiling,P_SINGLEVALUE,IFCNORMALISEDRATIOMEASURE
3303,TileLength,Pset_Tiling,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3304,TileWidth,Pset_Tiling,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3305,ToleranceDescription,Pset_Tolerance,P_SINGLEVALUE,IFCTEXT
3306,ToleranceBasis,Pset_Tolerance,P_ENUMERATEDVALUE,IFCLABEL
3307,OverallTolerance,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3308,HorizontalTolerance,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3309,OrthogonalTolerance,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3310,VerticalTolerance,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3311,PlanarFlatness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3312,HorizontalFlatness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3313,ElevationalFlatness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3314,SideFlatness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3315,OverallOrthogonality,Pset_Tolerance,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
3316,HorizontalOrthogonality,Pset_Tolerance,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
3317,OrthogonalOrthogonality,Pset_Tolerance,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
3318,VerticalOrthogonality,Pset_Tolerance,P_SINGLEVALUE,IFCPLANEANGLEMEASURE
3319,OverallStraightness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3320,HorizontalStraightness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3321,OrthogonalStraightness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3322,VerticalStraightness,Pset_Tolerance,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3323,IsSurfaceGalling,Pset_TrackBase,P_SINGLEVALUE,IFCBOOLEAN
3324,SurfaceGallingArea,Pset_TrackBase,P_SINGLEVALUE,IFCAREAMEASURE
3325,HasSpecialEquipment,Pset_TrackElementOccurrenceSleeper,P_SINGLEVALUE,IFCBOOLEAN
3326,SequenceInTrackPanel,Pset_TrackElementOccurrenceSleeper,P_SINGLEVALUE,IFCINTEGER
3327,UnderSleeperPadStiffness,Pset_TrackElementOccurrenceSleeper,P_ENUMERATEDVALUE,IFCLABEL
3328,IsContaminatedSleeper,Pset_TrackElementOccurrenceSleeper,P_SINGLEVALUE,IFCBOOLEAN
3329,IsDerailing,Pset_TrackElementPHistoryDerailer,P_REFERENCEVALUE,IFCTIMESERIES
3330,AppliedLineLoad,Pset_TrackElementTypeDerailer,P_SINGLEVALUE,IFCMASSPERLENGTHMEASURE
3331,DerailmentMaximumSpeedLimit,Pset_TrackElementTypeDerailer,P_SINGLEVALUE,IFCLINEARVELOCITYMEASURE
3332,DerailmentWheelDiameter,Pset_TrackElementTypeDerailer,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3333,DerailmentHeight,Pset_TrackElementTypeDerailer,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3334,InstalledCondition,Pset_TrackElementTypeSleeper,P_ENUMERATEDVALUE,IFCLABEL
3335,SleeperType,Pset_TrackElementTypeSleeper,P_ENUMERATEDVALUE,IFCLABEL
3336,TechnicalStandard,Pset_TrackElementTypeSleeper,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
3337,FasteningType,Pset_TrackElementTypeSleeper,P_SINGLEVALUE,IFCLABEL
3338,IsElectricallyInsulated,Pset_TrackElementTypeSleeper,P_SINGLEVALUE,IFCBOOLEAN
3339,HollowSleeperUsage,Pset_TrackElementTypeSleeper,P_SINGLEVALUE,IFCLABEL
3340,NumberOfTrackCenters,Pset_TrackElementTypeSleeper,P_SINGLEVALUE,IFCCOUNTMEASURE
3341,IsHollowSleeper,Pset_TrackElementTypeSleeper,P_SINGLEVALUE,IFCBOOLEAN
3342,PowerSupplyMode,Pset_TractionPowerSystem,P_ENUMERATEDVALUE,IFCLABEL
3343,ElectrificationType,Pset_TractionPowerSystem,P_ENUMERATEDVALUE,IFCLABEL
3344,RatedFrequency,Pset_TractionPowerSystem,P_SINGLEVALUE,IFCFREQUENCYMEASURE
3345,NominalVoltage,Pset_TractionPowerSystem,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
3346,TypeDesignation,Pset_TrafficCalmingDeviceCommon,P_SINGLEVALUE,IFCLABEL
3347,Reference,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
3348,Status,Pset_TransformerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3349,PrimaryVoltage,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
3350,SecondaryVoltage,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
3351,PrimaryCurrent,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
3352,SecondaryCurrent,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
3353,PrimaryFrequency,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCFREQUENCYMEASURE
3354,SecondaryFrequency,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCFREQUENCYMEASURE
3355,PrimaryApparentPower,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
3356,SecondaryApparentPower,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
3357,MaximumApparentPower,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCPOWERMEASURE
3358,SecondaryCurrentType,Pset_TransformerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3359,ShortCircuitVoltage,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCCOMPLEXNUMBER
3360,RealImpedanceRatio,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCRATIOMEASURE
3361,ImaginaryImpedanceRatio,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCRATIOMEASURE
3362,TransformerVectorGroup,Pset_TransformerTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3363,IsNeutralPrimaryTerminalAvailable,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
3364,IsNeutralSecondaryTerminalAvailable,Pset_TransformerTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
3365,NominalLength,Pset_TransitionSectionCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3366,Reference,Pset_TransportElementCommon,P_SINGLEVALUE,IFCIDENTIFIER
3367,Status,Pset_TransportElementCommon,P_ENUMERATEDVALUE,IFCLABEL
3368,CapacityPeople,Pset_TransportElementCommon,P_SINGLEVALUE,IFCCOUNTMEASURE
3369,CapacityWeight,Pset_TransportElementCommon,P_SINGLEVALUE,IFCMASSMEASURE
3370,FireExit,Pset_TransportElementCommon,P_SINGLEVALUE,IFCBOOLEAN
3371,FireFightingLift,Pset_TransportElementElevator,P_SINGLEVALUE,IFCBOOLEAN
3372,ClearWidth,Pset_TransportElementElevator,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3373,ClearDepth,Pset_TransportElementElevator,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3374,ClearHeight,Pset_TransportElementElevator,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3375,SingleChannelAveragePower,Pset_TransportEquipmentOTN,P_SINGLEVALUE,IFCPOWERMEASURE
3376,ChromaticDispersionTolerance,Pset_TransportEquipmentOTN,P_SINGLEVALUE,IFCREAL
3377,SingleChannelPower,Pset_TransportEquipmentOTN,P_BOUNDEDVALUE,IFCPOWERMEASURE
3378,MinimumOpticalSignalToNoiseRatio,Pset_TransportEquipmentOTN,P_SINGLEVALUE,IFCRATIOMEASURE
3379,PolarizationModeDispersionTolerance,Pset_TransportEquipmentOTN,P_SINGLEVALUE,IFCTIMEMEASURE
3380,SingleWaveTransmissionRate,Pset_TransportEquipmentOTN,P_SINGLEVALUE,IFCFREQUENCYMEASURE
3381,EquipmentCapacity,Pset_TransportEquipmentOTN,P_SINGLEVALUE,IFCINTEGERCOUNTRATEMEASURE
3382,NominalDepth,Pset_TrenchExcavationCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3383,NominalWidth,Pset_TrenchExcavationCommon,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
3384,Reference,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
3385,Status,Pset_TubeBundleTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3386,NumberOfRows,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCCOUNTMEASURE
3387,StaggeredRowSpacing,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3388,InLineRowSpacing,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3389,NumberOfCircuits,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCCOUNTMEASURE
3390,FoulingFactor,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCTHERMALRESISTANCEMEASURE
3391,ThermalConductivity,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCTHERMALCONDUCTIVITYMEASURE
3392,Length,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3393,Volume,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCVOLUMEMEASURE
3394,NominalDiameter,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3395,OutsideDiameter,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3396,InsideDiameter,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3397,HorizontalSpacing,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3398,VerticalSpacing,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3399,HasTurbulator,Pset_TubeBundleTypeCommon,P_SINGLEVALUE,IFCBOOLEAN
3400,Spacing,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3401,Thickness,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3402,ThermalConductivity,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCTHERMALCONDUCTIVITYMEASURE
3403,Length,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3404,Height,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3405,Diameter,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3406,FinCorrugatedType,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCLABEL
3407,HasCoating,Pset_TubeBundleTypeFinned,P_SINGLEVALUE,IFCBOOLEAN
3408,UncertaintyBasis,Pset_Uncertainty,P_ENUMERATEDVALUE,IFCLABEL
3409,UncertaintyDescription,Pset_Uncertainty,P_SINGLEVALUE,IFCTEXT
3410,HorizontalUncertainty,Pset_Uncertainty,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3411,LinearUncertainty,Pset_Uncertainty,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3412,OrthogonalUncertainty,Pset_Uncertainty,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3413,VerticalUncertainty,Pset_Uncertainty,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
3414,NumberOfInterfaces,Pset_UnitaryControlElementBaseStationController,P_TABLEVALUE,IFCLABEL
3415,NumberOfManagedBTSs,Pset_UnitaryControlElementBaseStationController,P_SINGLEVALUE,IFCCOUNTMEASURE
3416,NumberOfManagedCarriers,Pset_UnitaryControlElementBaseStationController,P_SINGLEVALUE,IFCCOUNTMEASURE
3417,Temperature,Pset_UnitaryControlElementPHistory,P_REFERENCEVALUE,IFCTIMESERIES
3418,OperationModeHistory,Pset_UnitaryControlElementPHistory,P_REFERENCEVALUE,IFCTIMESERIES
3419,Fan,Pset_UnitaryControlElementPHistory,P_REFERENCEVALUE,IFCTIMESERIES
3420,SetPoint,Pset_UnitaryControlElementPHistory,P_REFERENCEVALUE,IFCTIMESERIES
3421,Reference,Pset_UnitaryControlElementTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
3422,Status,Pset_UnitaryControlElementTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
3423,OperationMode,Pset_UnitaryControlElementTypeCommon,P_TABLEVALUE,IFCIDENTIFIER
3424,NominalCurrent,Pset_UnitaryControlElementTypeControlPanel,P_SINGLEVALUE,IFCELECTRICCURRENTMEASURE
3425,NominalPower,Pset_UnitaryControlElementTypeControlPanel,P_SINGLEVALUE,IFCPOWERMEASURE
3426,RatedVoltage,Pset_UnitaryControlElementTypeControlPanel,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
3427,ReferenceAirRelativeHumidity,Pset_UnitaryControlElementTypeControlPanel,P_BOUNDEDVALUE,IFCNORMALISEDRATIOMEASURE
3428,ReferenceEnvironmentTemperature,Pset_UnitaryControlElementTypeControlPanel,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
3429,UnitaryApplication,Pset_UnitaryControlElementTypeIndicatorPanel,P_ENUMERATEDVALUE,IFCLABEL
3430,TemperatureSetPoint,Pset_UnitaryControlElementTypeThermostat,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
3431,SensibleCoolingCapacity,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCPOWERMEASURE
3432,LatentCoolingCapacity,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCPOWERMEASURE
3433,CoolingEfficiency,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3434,HeatingCapacity,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCPOWERMEASURE
3435,HeatingEfficiency,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
3436,CondenserFlowrate,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
3437,CondenserEnteringTemperature,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
3438,CondenserLeavingTemperature,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
3439,OutsideAirFlowrate,Pset_UnitaryEquipmentTypeAirConditioningUnit,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
3440,AirHandlerConstruction,Pset_UnitaryEquipmentTypeAirHandler,P_ENUMERATEDVALUE,IFCLABEL
3441,AirHandlerFanCoilArrangement,Pset_UnitaryEquipmentTypeAirHandler,P_ENUMERATEDVALUE,IFCLABEL
3442,DualDeck,Pset_UnitaryEquipmentTypeAirHandler,P_SINGLEVALUE,IFCBOOLEAN
3443,Reference,Pset_UnitaryEquipmentTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
3444,Status,Pset_UnitaryEquipmentTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
